acousticness,album_id,analysis_url,danceability,energy,href,track_id,instrumentalness,loudness,mode,name,track_popularity,preview_url,speechiness,tempo,track_href,uri,valence,images,meditation/relaxation music,release_year
0.981,3McPVq1RT8F2ERSiajR3WS,https://api.spotify.com/v1/audio-analysis/1YYTAOi1YMxmGclyO1HH6O,0.229,0.138,https://api.spotify.com/v1/tracks/1YYTAOi1YMxmGclyO1HH6O,1YYTAOi1YMxmGclyO1HH6O,0.919,-18.358,0.0,Elwynn Forest,48.0,https://p.scdn.co/mp3-preview/acabfe47df609a943dc4224c2334198a8702305e?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0364,66.618,https://api.spotify.com/v1/tracks/1YYTAOi1YMxmGclyO1HH6O,spotify:track:1YYTAOi1YMxmGclyO1HH6O,0.0662,"[{'height': 640, 'url': 'https://i.scdn.co/image/297a44e7d871a0645528552302269ffabb75cde3', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/c0190df885ffc479921fcfdc1a0eeb47073f6007', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/e5a293cabcc5af55e17e493aecb21710b59ed75e', 'width': 64}]",True,2004
0.938,6EnBqJ9QgkvyfCmGjU8aK1,https://api.spotify.com/v1/audio-analysis/6AjAoIujyZaQmVZV0L9BmY,0.349,0.094,https://api.spotify.com/v1/tracks/6AjAoIujyZaQmVZV0L9BmY,6AjAoIujyZaQmVZV0L9BmY,0.828,-22.316,1.0,"Symphony in C Major, G. 523: I. Grave - Allegro e con imperio",41.0,https://p.scdn.co/mp3-preview/72a950d15fc91290199f8a80cd660f15c66e84f6?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0419,124.764,https://api.spotify.com/v1/tracks/6AjAoIujyZaQmVZV0L9BmY,spotify:track:6AjAoIujyZaQmVZV0L9BmY,0.228,"[{'height': 640, 'url': 'https://i.scdn.co/image/a5685c99de7c22a934ee2560dbc5fb93c61c2c75', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/eaef9c3213e75ae2fcdf38c56991cc2e57890858', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/a05bfafd75214629fa16bbae733d49b68b2d4815', 'width': 64}]",True,1999
0.89,7fvGyFc1ike0zd2pE7q9lr,https://api.spotify.com/v1/audio-analysis/4VyVHP4EZMMwESsVJP8Rj5,0.337,0.0901,https://api.spotify.com/v1/tracks/4VyVHP4EZMMwESsVJP8Rj5,4VyVHP4EZMMwESsVJP8Rj5,0.881,-13.325,0.0,I Was Lost Without You,49.0,https://p.scdn.co/mp3-preview/14e389dd253ceccc7b390942e2b179011500d1da?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0392,66.79,https://api.spotify.com/v1/tracks/4VyVHP4EZMMwESsVJP8Rj5,spotify:track:4VyVHP4EZMMwESsVJP8Rj5,0.156,"[{'height': 640, 'url': 'https://i.scdn.co/image/7f889dc035283aadaa71dfe2870572fbc130c1b1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/c91943fbf2a534661ea9ee5e22c259f901e2b78f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/91065510cb7586cfe1a2863ef52cb7f84e2218bd', 'width': 64}]",True,2012
0.977,3NPOkq0nIMjz3tzYwL7Ypz,https://api.spotify.com/v1/audio-analysis/4yOe7Tnruz1WHzqvWhHZAE,0.165,0.0231,https://api.spotify.com/v1/tracks/4yOe7Tnruz1WHzqvWhHZAE,4yOe7Tnruz1WHzqvWhHZAE,0.955,-27.744,0.0,Best Friends Since Childhood,34.0,https://p.scdn.co/mp3-preview/5cc5b16492fe707d3da21c3f3376c4fc8061673d?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0399,66.008,https://api.spotify.com/v1/tracks/4yOe7Tnruz1WHzqvWhHZAE,spotify:track:4yOe7Tnruz1WHzqvWhHZAE,0.0411,"[{'height': 640, 'url': 'https://i.scdn.co/image/c7348c68144a4875c1a2b05894ffd6310be2a31e', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/4e25de3aaa1f76adca8723dfa18338f0431f56f6', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/0280eff7991e93f7b908942cd24d29df3c8e8b18', 'width': 64}]",True,2015
0.877,62Tw28vtppckSy6Kne3tzQ,https://api.spotify.com/v1/audio-analysis/30jR18BdppDaJelCkQELgj,0.172,0.0218,https://api.spotify.com/v1/tracks/30jR18BdppDaJelCkQELgj,30jR18BdppDaJelCkQELgj,0.78,-19.879,1.0,Symphony in E Major: I. Alla breve,26.0,https://p.scdn.co/mp3-preview/9014b7dd01afa55473d8912d892eddf95fc44295?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0413,114.792,https://api.spotify.com/v1/tracks/30jR18BdppDaJelCkQELgj,spotify:track:30jR18BdppDaJelCkQELgj,0.0386,"[{'height': 629, 'url': 'https://i.scdn.co/image/7c253326dcb616805ae1fdb975f8c841637a8e86', 'width': 640}, {'height': 295, 'url': 'https://i.scdn.co/image/8572b60df49ebaf134bebe3bc8946c3988a017a6', 'width': 300}, {'height': 63, 'url': 'https://i.scdn.co/image/605b4fac965b0d6952bca3e46221111dad9ba600', 'width': 64}]",True,1992
0.749,5TTMrU3487qvVd2WH0DWqf,https://api.spotify.com/v1/audio-analysis/3wW7zPGR3IZiYLhonu5NWp,0.18,0.26,https://api.spotify.com/v1/tracks/3wW7zPGR3IZiYLhonu5NWp,3wW7zPGR3IZiYLhonu5NWp,0.947,-12.569,0.0,Breaking Through,49.0,https://p.scdn.co/mp3-preview/db8a6548c8b7013fbda8ca8cbc808e4e0b7b4da4?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0357,67.975,https://api.spotify.com/v1/tracks/3wW7zPGR3IZiYLhonu5NWp,spotify:track:3wW7zPGR3IZiYLhonu5NWp,0.062,"[{'height': 640, 'url': 'https://i.scdn.co/image/e44ca165b57312c2a477fa5769887cca7e4905a0', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/878771f579b8496646e64ef5cd80d41bcd58bac9', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/1201f5442f21b28b0829384b69402960738eb980', 'width': 64}]",True,2017
0.994,6PFRMushV9bPOY3BdwWOvg,https://api.spotify.com/v1/audio-analysis/1UEDMKbWoJqaD91bRC8iZx,0.31,0.156,https://api.spotify.com/v1/tracks/1UEDMKbWoJqaD91bRC8iZx,1UEDMKbWoJqaD91bRC8iZx,0.879,-22.46,0.0,"Sonata in A Minor, K 59 (L 241)",54.0,https://p.scdn.co/mp3-preview/15fa85e4c744e9f8b68f9f47688994b0dd4ea802?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0411,87.922,https://api.spotify.com/v1/tracks/1UEDMKbWoJqaD91bRC8iZx,spotify:track:1UEDMKbWoJqaD91bRC8iZx,0.378,"[{'height': 640, 'url': 'https://i.scdn.co/image/07f3b7e28a37e34739b9d735d54832d08197557a', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/c13e97e5e1fc1b9b530d3ba45f10d1d406fc8c54', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/98599c5249eedc920dd0ba9b41ecdffd1e548e57', 'width': 64}]",True,1964
0.991,1rAVU0MfSRIX67XTMDX5or,https://api.spotify.com/v1/audio-analysis/0RgaegsD8IJ2C1U7ucj16S,0.272,0.119,https://api.spotify.com/v1/tracks/0RgaegsD8IJ2C1U7ucj16S,0RgaegsD8IJ2C1U7ucj16S,0.888,-21.195,1.0,"Nocturnes, Op. 9: No. 3 in B Major",44.0,https://p.scdn.co/mp3-preview/4c648428ecbe0e98db13ba93c71eb3e808bc25c5?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0435,67.975,https://api.spotify.com/v1/tracks/0RgaegsD8IJ2C1U7ucj16S,spotify:track:0RgaegsD8IJ2C1U7ucj16S,0.126,"[{'height': 640, 'url': 'https://i.scdn.co/image/d2242e5d6746cdbf2242c08cb86cc4f93eea6a9f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/78a4963266a8c03e56364f77019657e20d4f9e6d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/0ea7943b89aa059227778f337e0debae45eb4f36', 'width': 64}]",True,2018
0.991,6Q6vkPJu5bpFfotqs2ug5K,https://api.spotify.com/v1/audio-analysis/7KD7jZlz2UppQsiswoweUN,0.151,0.0169,https://api.spotify.com/v1/tracks/7KD7jZlz2UppQsiswoweUN,7KD7jZlz2UppQsiswoweUN,0.924,-33.884,0.0,"Deux Nocturnes, Op. 55: No. 1, Andante",38.0,https://p.scdn.co/mp3-preview/f3384c6c5843840fe3413c6630e34016d7683aff?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0405,81.168,https://api.spotify.com/v1/tracks/7KD7jZlz2UppQsiswoweUN,spotify:track:7KD7jZlz2UppQsiswoweUN,0.0842,"[{'height': 640, 'url': 'https://i.scdn.co/image/c0c29383ecf589bc31b4cc673e91ca6abe97b9c9', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/67c111e9c5369b6e6f8a3b1d7a3edd35b8914de9', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/9ac49fdfed41e245ea429ea966bdbc5caf267e22', 'width': 64}]",True,2005
0.964,2C1vfrTVGOsS4eD4zAjE5q,https://api.spotify.com/v1/audio-analysis/00BNoSSYtv2huW6gtmFJL9,0.159,0.105,https://api.spotify.com/v1/tracks/00BNoSSYtv2huW6gtmFJL9,00BNoSSYtv2huW6gtmFJL9,0.741,-20.687,1.0,"Symphonic Scherzo, Op. 30, ""El festin de los enanos""",23.0,https://p.scdn.co/mp3-preview/b43a89e8c6e5df7fd1e63d302d97ec26760b0947?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0423,76.34,https://api.spotify.com/v1/tracks/00BNoSSYtv2huW6gtmFJL9,spotify:track:00BNoSSYtv2huW6gtmFJL9,0.0388,"[{'height': 571, 'url': 'https://i.scdn.co/image/0728351ba1540a88e4e7a3eb65bd9bfcbea70cbc', 'width': 640}, {'height': 268, 'url': 'https://i.scdn.co/image/6a783d9add4de04ebe06ef940da103e1c071f3a7', 'width': 300}, {'height': 57, 'url': 'https://i.scdn.co/image/5d072fef053abecddb7fc0c0f40ca13c63ab22dc', 'width': 64}]",True,2013
0.991,52hj8ELn2NHFWOAltXcvVc,https://api.spotify.com/v1/audio-analysis/24QHwHPMjY4J1EzV6lrUBd,0.211,0.0976,https://api.spotify.com/v1/tracks/24QHwHPMjY4J1EzV6lrUBd,24QHwHPMjY4J1EzV6lrUBd,0.953,-17.258,0.0,Ego enim a 6,14.0,https://p.scdn.co/mp3-preview/6025104400dd742924f531ec0c8887604e649082?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.036,106.023,https://api.spotify.com/v1/tracks/24QHwHPMjY4J1EzV6lrUBd,spotify:track:24QHwHPMjY4J1EzV6lrUBd,0.126,"[{'height': 640, 'url': 'https://i.scdn.co/image/fa2a4d07154de84ed7130eca36ced74416ebcec1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/a95bde4ce742a56d29f93ea3e32561e5fdc906fe', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/bd0c6ab56bd49a72ab86ac80f6d0e74696ceaaae', 'width': 64}]",True,2012
0.936,5n0SyqxC9Tv3q8KrjNJNKC,https://api.spotify.com/v1/audio-analysis/3BHlTxvHcHkyPG5X7MXiaN,0.22,0.29,https://api.spotify.com/v1/tracks/3BHlTxvHcHkyPG5X7MXiaN,3BHlTxvHcHkyPG5X7MXiaN,0.955,-16.961,0.0,Mystiqal,45.0,https://p.scdn.co/mp3-preview/dd4ff50bd425479cbb90e6c6063237d21f72ea23?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0402,93.542,https://api.spotify.com/v1/tracks/3BHlTxvHcHkyPG5X7MXiaN,spotify:track:3BHlTxvHcHkyPG5X7MXiaN,0.19,"[{'height': 640, 'url': 'https://i.scdn.co/image/3fe072da36c73d1b9f5a9d4340d56f101bd68761', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/e8d40b170456db0d71e60ca8c757e35896a4d620', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/cb580a4612e12ae9242cb6219f83b9b183168965', 'width': 64}]",True,2017
0.984,6eD895GdQwb4mTKupnL50F,https://api.spotify.com/v1/audio-analysis/6DeCK9nO946Bn1sWovQxZ2,0.124,0.00939,https://api.spotify.com/v1/tracks/6DeCK9nO946Bn1sWovQxZ2,6DeCK9nO946Bn1sWovQxZ2,0.912,-33.091,0.0,Deceived,40.0,https://p.scdn.co/mp3-preview/5f3f179392abb8211dfc74326353bfc4044fcb92?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0431,71.426,https://api.spotify.com/v1/tracks/6DeCK9nO946Bn1sWovQxZ2,spotify:track:6DeCK9nO946Bn1sWovQxZ2,0.0487,"[{'height': 640, 'url': 'https://i.scdn.co/image/4042b66399589bca8b301a7beb4c3e43fe74c2f5', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/d220915b1e94778870a06b1ba4e26eacbc5e8b10', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/29a964ce646e5759bef2e857748db005b5491e4f', 'width': 64}]",True,2019
0.927,71VeS3G00zXhORszYbMVye,https://api.spotify.com/v1/audio-analysis/6xivXFAwf4tGEUBi8kosHI,0.208,0.131,https://api.spotify.com/v1/tracks/6xivXFAwf4tGEUBi8kosHI,6xivXFAwf4tGEUBi8kosHI,0.86,-23.774,1.0,Eastward,39.0,https://p.scdn.co/mp3-preview/a72b3a30cfaa8b94f7615d0606a922625035d8ff?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.041,82.578,https://api.spotify.com/v1/tracks/6xivXFAwf4tGEUBi8kosHI,spotify:track:6xivXFAwf4tGEUBi8kosHI,0.032,"[{'height': 640, 'url': 'https://i.scdn.co/image/1516d192fe562a6152e0ea2db77ba7d51b22edb0', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/9b9416c348b0d1ec2d071f19f091af8a6916ab22', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/cef56073b137eb7bb80f812f4cb537fcc9260d22', 'width': 64}]",True,2018
0.972,1Budsf05WQukcsT6GZLyOC,https://api.spotify.com/v1/audio-analysis/1iS9Dg1sEtaHntjXQfz4Xn,0.291,0.0952,https://api.spotify.com/v1/tracks/1iS9Dg1sEtaHntjXQfz4Xn,1iS9Dg1sEtaHntjXQfz4Xn,0.962,-23.693,1.0,Time Passing II,40.0,https://p.scdn.co/mp3-preview/4df85d21b5977d6d7c1caa5bd3e075edfb6a63f8?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0361,82.302,https://api.spotify.com/v1/tracks/1iS9Dg1sEtaHntjXQfz4Xn,spotify:track:1iS9Dg1sEtaHntjXQfz4Xn,0.0625,"[{'height': 640, 'url': 'https://i.scdn.co/image/abde9c8fc9556d47c43ffbaee5141570f211a9f5', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/f974a5568d86b3b855c728638adf26c6c626b74b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/0b7bde0d9dc8e6918fd62bf7073632347b0a3b95', 'width': 64}]",True,2018
0.968,2Y94jOO0TnhdhLDoFOFqfc,https://api.spotify.com/v1/audio-analysis/3hfPPuxJtMoqPfhINjtzD1,0.232,0.159,https://api.spotify.com/v1/tracks/3hfPPuxJtMoqPfhINjtzD1,3hfPPuxJtMoqPfhINjtzD1,0.946,-19.456,0.0,The Hope,55.0,https://p.scdn.co/mp3-preview/0ad0aa69ccbc0759e0d1f5e26541a5adbc0d19ed?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.042,69.704,https://api.spotify.com/v1/tracks/3hfPPuxJtMoqPfhINjtzD1,spotify:track:3hfPPuxJtMoqPfhINjtzD1,0.0357,"[{'height': 640, 'url': 'https://i.scdn.co/image/e854c11e3f4ae15d1d7ccc60f88f4fb67fce0844', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/8ac816879c9715568b8822238fae1bc1b5be0bdb', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/25d752788ff4c51d742f2236f4a64b86cc40ddb2', 'width': 64}]",True,2018
0.919,4m1tneZGVaqxQ43cy3dP0p,https://api.spotify.com/v1/audio-analysis/3XStr9luGtHdcB8cYbN7ut,0.316,0.103,https://api.spotify.com/v1/tracks/3XStr9luGtHdcB8cYbN7ut,3XStr9luGtHdcB8cYbN7ut,0.88,-21.399,0.0,Rule of Three,38.0,https://p.scdn.co/mp3-preview/c041796e50e358bdcc6e7c8e12d2d7732b62016f?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0336,102.124,https://api.spotify.com/v1/tracks/3XStr9luGtHdcB8cYbN7ut,spotify:track:3XStr9luGtHdcB8cYbN7ut,0.0352,"[{'height': 640, 'url': 'https://i.scdn.co/image/1378adb3c504eb83ef3dd9fc72d88f7fe7d923f9', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/79d313a427c7787e9ba30914930bf18149521bf4', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/e47c4aa0f955fe56900d77405add9d7359083ea5', 'width': 64}]",True,2017
0.884,6Nap8Im1EOFrqTVdoD8fAf,https://api.spotify.com/v1/audio-analysis/0ehFeCBissYO9lLbNAN96a,0.295,0.128,https://api.spotify.com/v1/tracks/0ehFeCBissYO9lLbNAN96a,0ehFeCBissYO9lLbNAN96a,0.883,-22.692,1.0,Turning Inconsolate,35.0,https://p.scdn.co/mp3-preview/2af3338d0fa6efc009d2ec72cf73e63eaf5aafaf?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0409,67.977,https://api.spotify.com/v1/tracks/0ehFeCBissYO9lLbNAN96a,spotify:track:0ehFeCBissYO9lLbNAN96a,0.0376,"[{'height': 640, 'url': 'https://i.scdn.co/image/cf490a7e599f76fa045a93dd8a2b327f78308c15', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/83c4aa249539ae0510da0eea5aea7cbf93577338', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/f1ef1a887a98d34aba8708bb97963aac558a3212', 'width': 64}]",True,2017
0.969,69y2DL4SjBCShNxxnkLOvL,https://api.spotify.com/v1/audio-analysis/6JLwovZ3TtfP3KOIEB7GvQ,0.115,0.0236,https://api.spotify.com/v1/tracks/6JLwovZ3TtfP3KOIEB7GvQ,6JLwovZ3TtfP3KOIEB7GvQ,0.969,-26.431,0.0,Marlo and Ray,39.0,https://p.scdn.co/mp3-preview/62c6a3c89839cf89037f6d633a8c31f6fdb50103?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0359,72.758,https://api.spotify.com/v1/tracks/6JLwovZ3TtfP3KOIEB7GvQ,spotify:track:6JLwovZ3TtfP3KOIEB7GvQ,0.0366,"[{'height': 640, 'url': 'https://i.scdn.co/image/1468e6c82b1651f9fe59758541846560af3198fa', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/16ab5ed559a9044faa13d16060475dc653a8bd70', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/8cd606dc1cd5439455948cf59f29e63ad13f991b', 'width': 64}]",True,2017
0.986,1RaduWnP9KyBrMqrmfEc9B,https://api.spotify.com/v1/audio-analysis/2GXllkLbHxvNLvBywlhthR,0.216,0.0807,https://api.spotify.com/v1/tracks/2GXllkLbHxvNLvBywlhthR,2GXllkLbHxvNLvBywlhthR,0.637,-25.213,1.0,Sous-Bois - Pour Piano Et Choeur,0.0,https://p.scdn.co/mp3-preview/a907dfccbbe4528e9bf92a498e19194a0da8206a?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0447,73.466,https://api.spotify.com/v1/tracks/2GXllkLbHxvNLvBywlhthR,spotify:track:2GXllkLbHxvNLvBywlhthR,0.0591,"[{'height': 640, 'url': 'https://i.scdn.co/image/d157ada8eda70cb9446b01b1aa7775ce18540acd', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/fa73322e62d2719e423feb72127aa529586497a4', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/2f3f87dd6811b0849d4408846fe471841eb8d80a', 'width': 64}]",True,2000
0.991,1DgM5QPl7ufesK44n4q4Rd,https://api.spotify.com/v1/audio-analysis/47gA0ac7MW15SxESav1ZR1,0.378,0.0671,https://api.spotify.com/v1/tracks/47gA0ac7MW15SxESav1ZR1,47gA0ac7MW15SxESav1ZR1,0.96,-27.534,1.0,Beige,35.0,https://p.scdn.co/mp3-preview/015d4e28599735c1a51b4b3209bedb99b1a6f528?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0487,75.725,https://api.spotify.com/v1/tracks/47gA0ac7MW15SxESav1ZR1,spotify:track:47gA0ac7MW15SxESav1ZR1,0.0521,"[{'height': 640, 'url': 'https://i.scdn.co/image/b3e6f61d58c7459ff124190d7d740e771d3b44b9', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ddce825521a839be635b20235c2ba933e955ce4a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/6b8b724eba399ce9ec48f6571aae7c7d0b0219a1', 'width': 64}]",True,2018
0.995,5yfr9ljv0YGC8i7IIqnT5u,https://api.spotify.com/v1/audio-analysis/607vrlHE33dTdGMAyiA9BQ,0.316,0.00283,https://api.spotify.com/v1/tracks/607vrlHE33dTdGMAyiA9BQ,607vrlHE33dTdGMAyiA9BQ,0.878,-32.941,0.0,3 Gnossiennes: Gnossienne No. 1 (arr. N. Gotz for clarinet and piano): Gnossiene No. 1 (arr. for clarinet and piano),33.0,https://p.scdn.co/mp3-preview/5786eb82d03a813e0918ac3eb79de02b69b48fa9?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0414,109.403,https://api.spotify.com/v1/tracks/607vrlHE33dTdGMAyiA9BQ,spotify:track:607vrlHE33dTdGMAyiA9BQ,0.0742,"[{'height': 634, 'url': 'https://i.scdn.co/image/7a21f59a77bbf236ca29367027e5ebfb3ae52306', 'width': 640}, {'height': 297, 'url': 'https://i.scdn.co/image/20d0e22f39357d1f5e6f2fe4a6dbebf2f96d43a7', 'width': 300}, {'height': 63, 'url': 'https://i.scdn.co/image/63a28f719b296b3a48ef8e9368e52ac9cfa14a4f', 'width': 64}]",True,2014
0.98,6oRuinkJdTge4hpTuClEF8,https://api.spotify.com/v1/audio-analysis/3ESsjKqrj3M79I8sSZieK3,0.277,0.01,https://api.spotify.com/v1/tracks/3ESsjKqrj3M79I8sSZieK3,3ESsjKqrj3M79I8sSZieK3,0.848,-32.893,0.0,aisatsana [102],59.0,https://p.scdn.co/mp3-preview/77aab59cd9440232111d89e49443204ebf025764?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0359,102.397,https://api.spotify.com/v1/tracks/3ESsjKqrj3M79I8sSZieK3,spotify:track:3ESsjKqrj3M79I8sSZieK3,0.0353,"[{'height': 640, 'url': 'https://i.scdn.co/image/8b16cee8c4d579aacf217ccc5dbe8156b1989dc7', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/89340204c4b53f4f64ba4d6186d591000ebb1c28', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/6a90bd8c78bae03fc734994ec8981570ed957ccf', 'width': 64}]",True,2014
0.969,0Jx7dkOohYPdPssjOuhT11,https://api.spotify.com/v1/audio-analysis/5JAgFAWHj9T6ZcvQEuzrsj,0.374,0.00154,https://api.spotify.com/v1/tracks/5JAgFAWHj9T6ZcvQEuzrsj,5JAgFAWHj9T6ZcvQEuzrsj,0.908,-39.365,1.0,"Prélude No. 4, La montée de la nuit",20.0,https://p.scdn.co/mp3-preview/a77291a0e48218bc52ec014cc56ce66bd18ba408?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0532,111.606,https://api.spotify.com/v1/tracks/5JAgFAWHj9T6ZcvQEuzrsj,spotify:track:5JAgFAWHj9T6ZcvQEuzrsj,0.153,"[{'height': 600, 'url': 'https://i.scdn.co/image/d2f7a32ad9637cac667fdb11dcb1409f1554f0ad', 'width': 600}, {'height': 300, 'url': 'https://i.scdn.co/image/0af1c85fa55737bbfbada01e4c61e224e2115094', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/7787b9077f643f756bbd155cbc864bc4df56885f', 'width': 64}]",True,2015
0.994,4UpaLIcqz5O5m74YXLXmXT,https://api.spotify.com/v1/audio-analysis/1boNdaolD8h1lXvavZnzom,0.102,0.000255,https://api.spotify.com/v1/tracks/1boNdaolD8h1lXvavZnzom,1boNdaolD8h1lXvavZnzom,0.907,-43.905,1.0,Shade Studies,14.0,https://p.scdn.co/mp3-preview/8540b0975e590f140898a31d77dbd2a51989d45f?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0628,71.044,https://api.spotify.com/v1/tracks/1boNdaolD8h1lXvavZnzom,spotify:track:1boNdaolD8h1lXvavZnzom,0.0343,"[{'height': 640, 'url': 'https://i.scdn.co/image/6cf135c7e59c9c7f452b703a8143bda28b2cee2f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/afde1ec212f4cf0ef5ef319ab3b25e22f59c33cb', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/237e5a2af4a081e5871709e2f82dfc847054bda2', 'width': 64}]",True,2017
0.89,1GNOX84dUwQ8ZKrLbihyRb,https://api.spotify.com/v1/audio-analysis/4NZVQh9iMSVkPWbXJm7RbR,0.0609,0.0762,https://api.spotify.com/v1/tracks/4NZVQh9iMSVkPWbXJm7RbR,4NZVQh9iMSVkPWbXJm7RbR,0.957,-21.785,1.0,History Lesson,56.0,https://p.scdn.co/mp3-preview/38a9634444baf7b9262a4dc71e7e1a92c3a42cba?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0445,59.883,https://api.spotify.com/v1/tracks/4NZVQh9iMSVkPWbXJm7RbR,spotify:track:4NZVQh9iMSVkPWbXJm7RbR,0.0323,"[{'height': 640, 'url': 'https://i.scdn.co/image/1a796c61cab4333aabdef010a546c12d9a02748f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/243205c9b329458e10b0211ae72a573770339098', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/aa930ba4dec52929fbd11140f7887b8bbf87ecdb', 'width': 64}]",True,2017
0.995,5UfbdpxVVIOEZWx453zQuP,https://api.spotify.com/v1/audio-analysis/048XkDqdVz5nQpqjhfXElb,0.389,0.0433,https://api.spotify.com/v1/tracks/048XkDqdVz5nQpqjhfXElb,048XkDqdVz5nQpqjhfXElb,0.95,-22.019,1.0,Forever Missed,1.0,https://p.scdn.co/mp3-preview/a836e7f592419302c498ede6e75f12374690926f?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.142,82.324,https://api.spotify.com/v1/tracks/048XkDqdVz5nQpqjhfXElb,spotify:track:048XkDqdVz5nQpqjhfXElb,0.416,"[{'height': 640, 'url': 'https://i.scdn.co/image/264dfa04289fec47829ed27ba7afd26cf76d5f24', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/4b614d34cba6a4ae95ec20bbff946777f02c50e1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/f857f2f8324cc419702a010aa99eac977f2bba9d', 'width': 64}]",True,2017
