acousticness,album_id,analysis_url,danceability,energy,href,track_id,instrumentalness,loudness,mode,name,track_popularity,preview_url,speechiness,tempo,track_href,uri,valence,images,meditation/relaxation music,release_year
0.989,65S62Zs9wZpPScRaSGExxH,https://api.spotify.com/v1/audio-analysis/3qKER5EFMXjjidU30QROCr,0.308,0.123,https://api.spotify.com/v1/tracks/3qKER5EFMXjjidU30QROCr,3qKER5EFMXjjidU30QROCr,0.887,-23.975,1.0,"Keyboard Sonata No. 60 in C Major, Hob.XVI:50: I. Allegro",28.0,https://p.scdn.co/mp3-preview/7a268641e6ca85b1275d8e4f7b15f947c1581a30?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0366,106.649,https://api.spotify.com/v1/tracks/3qKER5EFMXjjidU30QROCr,spotify:track:3qKER5EFMXjjidU30QROCr,0.245,"[{'height': 640, 'url': 'https://i.scdn.co/image/96b425e4ff586638603bb734fab8df52eafd0267', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/e9a547dcebf4778eb3b245b82acb491c607f99de', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/01636d7aa21a03be96a8cd7ea0b3c32c1d81058f', 'width': 64}]",True,2010
0.954,7fOBjj8qT98BrmaQrxRMgK,https://api.spotify.com/v1/audio-analysis/4VR2Km8m5uasAur3GD0n1C,0.292,0.111,https://api.spotify.com/v1/tracks/4VR2Km8m5uasAur3GD0n1C,4VR2Km8m5uasAur3GD0n1C,0.863,-24.734,1.0,"Piano Concerto No. 3 in C Major, Op. 26: I. Andante. Allegro - Live",39.0,https://p.scdn.co/mp3-preview/d6e9d803ada89fc4be13f96fa1348b99edb9e5fa?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0358,92.523,https://api.spotify.com/v1/tracks/4VR2Km8m5uasAur3GD0n1C,spotify:track:4VR2Km8m5uasAur3GD0n1C,0.103,"[{'height': 640, 'url': 'https://i.scdn.co/image/8c1508d1d1e296cefb88d1d10264fb0af6a6210d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/74bb259415c200f0fd0850296dc5930199c439c0', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/63e797ae921431b9d392c5920fe534dbf90df0fa', 'width': 64}]",True,2019
0.988,4GunE6Xrwkb93FgXOYoxkP,https://api.spotify.com/v1/audio-analysis/1Kzxd1kkjaGX4JZz2CYsXB,0.32,0.0681,https://api.spotify.com/v1/tracks/1Kzxd1kkjaGX4JZz2CYsXB,1Kzxd1kkjaGX4JZz2CYsXB,0.915,-29.917,1.0,"Piano concerto No. 2 in G Minor, Op. 22: Piano concerto No. 2 in G Minor, Op. 22: II. Allegro scherzando",31.0,https://p.scdn.co/mp3-preview/fc899bcd54bf4d8558f819b2e5cef2982ed72dc0?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0383,88.845,https://api.spotify.com/v1/tracks/1Kzxd1kkjaGX4JZz2CYsXB,spotify:track:1Kzxd1kkjaGX4JZz2CYsXB,0.329,"[{'height': 635, 'url': 'https://i.scdn.co/image/6644be0f6f21c708b2d6b7cd0d18fbd2704746ce', 'width': 640}, {'height': 297, 'url': 'https://i.scdn.co/image/513e9304fd8e39b509ac8df21de6d262c6ed4fc9', 'width': 300}, {'height': 63, 'url': 'https://i.scdn.co/image/156388ec4d818369c9941ae0c44b8fa9a1a5580f', 'width': 64}]",True,2015
0.978,23wOnMN0RAE49uqjxR7XEC,https://api.spotify.com/v1/audio-analysis/3vTiuA8gFWyR7kCRWDpukH,0.23,0.0329,https://api.spotify.com/v1/tracks/3vTiuA8gFWyR7kCRWDpukH,3vTiuA8gFWyR7kCRWDpukH,0.716,-25.516,1.0,"Flute Concerto in A Minor, Wq. 166, H. 431: II. Andante",28.0,https://p.scdn.co/mp3-preview/aee85ada48b45cd30347f3ef226666661b3419f1?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.049,84.365,https://api.spotify.com/v1/tracks/3vTiuA8gFWyR7kCRWDpukH,spotify:track:3vTiuA8gFWyR7kCRWDpukH,0.187,"[{'height': 637, 'url': 'https://i.scdn.co/image/9f6f5ef76648a56bd540ff84b0624adfbae0de5b', 'width': 640}, {'height': 299, 'url': 'https://i.scdn.co/image/4ee2df1d17d5e44b4f40e8abea867b4dbd444961', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/5da4d4dcf14688d7f2e0bbccfd7b8787955c2571', 'width': 64}]",True,2015
0.962,1zd0zzkmxSBylOQxomTL4Q,https://api.spotify.com/v1/audio-analysis/1AXVWfnJH1ddoXZ6o3s7VD,0.0703,0.00756,https://api.spotify.com/v1/tracks/1AXVWfnJH1ddoXZ6o3s7VD,1AXVWfnJH1ddoXZ6o3s7VD,0.708,-32.193,1.0,"Symphony No. 9 in E Minor, Op. 95 'From the New World': II. Largo",25.0,https://p.scdn.co/mp3-preview/5a541b0df6e86b556c5862a43b5f750fa407dd99?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0449,76.089,https://api.spotify.com/v1/tracks/1AXVWfnJH1ddoXZ6o3s7VD,spotify:track:1AXVWfnJH1ddoXZ6o3s7VD,0.0373,"[{'height': 640, 'url': 'https://i.scdn.co/image/1e576d792dcecb64bb14dd0c28940e963bdf55da', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/1492e54a2f18410fe18727c1eb9f1174af120beb', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/84a35dd74923685394e033e0bc23a9bdf8437fd5', 'width': 64}]",True,2017
0.918,2YF3XbThv1xMERB9BatkOw,https://api.spotify.com/v1/audio-analysis/1a2LoSD6RhD5fdvsa9PopL,0.113,0.0229,https://api.spotify.com/v1/tracks/1a2LoSD6RhD5fdvsa9PopL,1a2LoSD6RhD5fdvsa9PopL,0.8,-25.441,1.0,"Symphony No. 4 in E Minor, Op. 98: II. Andante moderato",19.0,https://p.scdn.co/mp3-preview/c29b7c4561b49a48d21bfd1017170bc1d88b59c7?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0417,92.985,https://api.spotify.com/v1/tracks/1a2LoSD6RhD5fdvsa9PopL,spotify:track:1a2LoSD6RhD5fdvsa9PopL,0.0371,"[{'height': 640, 'url': 'https://i.scdn.co/image/380527e46b2af6a38a168b121b12f1a247e1e2e3', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/a3b0f1c78647d6fee782e1e689da05d830adf2d0', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/223437c1f1e10acf6474031bd3ce137437635478', 'width': 64}]",True,2017
0.961,7p4CDmuqFdP7wXYhCtspyq,https://api.spotify.com/v1/audio-analysis/0H7Vd0wkn51oq1df62ruUv,0.0838,0.0339,https://api.spotify.com/v1/tracks/0H7Vd0wkn51oq1df62ruUv,0H7Vd0wkn51oq1df62ruUv,0.733,-25.519,1.0,"Symphony No. 6 in A Major, WAB 106 (ed. L. Nowak): II. Adagio. Sehr feierlich",16.0,https://p.scdn.co/mp3-preview/9061f40755201c6a83eb64603ceb0991e3cc9f51?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0433,83.962,https://api.spotify.com/v1/tracks/0H7Vd0wkn51oq1df62ruUv,spotify:track:0H7Vd0wkn51oq1df62ruUv,0.0332,"[{'height': 640, 'url': 'https://i.scdn.co/image/c5272f06268fe1d8f4ed3f8164beca5a16357e34', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/e41552285e140203c5f59fca14b49b8ee79c6191', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/f77a035d8eb60113ecc1e24d2ee303599919e049', 'width': 64}]",True,2011
0.899,3oobw3AF0ARcbdZUtpst3T,https://api.spotify.com/v1/audio-analysis/2D1QgcklgDNLTVeLvc4J0P,0.215,0.046,https://api.spotify.com/v1/tracks/2D1QgcklgDNLTVeLvc4J0P,2D1QgcklgDNLTVeLvc4J0P,0.912,-25.467,0.0,"Symphony in C Major, WD 33: II. Adagio",17.0,https://p.scdn.co/mp3-preview/61d70320239cca8228fbd211af3e4d96f03c4901?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0417,124.149,https://api.spotify.com/v1/tracks/2D1QgcklgDNLTVeLvc4J0P,spotify:track:2D1QgcklgDNLTVeLvc4J0P,0.0593,"[{'height': 640, 'url': 'https://i.scdn.co/image/8251f192e1fec5fbc5d8d906b2c36c4207713010', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/d8a63d2db29405c11f6e5db07aa597b620c5ba10', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/7d2208abbc13f90ce0b17d3fe28415640f68f52d', 'width': 64}]",True,1968
0.979,7cBqem0qFjhDm9A1ujrp7e,https://api.spotify.com/v1/audio-analysis/6CSCXBng5RW2WYdc9RQ0pm,0.0706,0.0441,https://api.spotify.com/v1/tracks/6CSCXBng5RW2WYdc9RQ0pm,6CSCXBng5RW2WYdc9RQ0pm,0.929,-23.118,1.0,"Symphony No. 1 in B Minor, Op. 4: II. Andante pastorale con moto",16.0,https://p.scdn.co/mp3-preview/b3e74809b4a0633c28ee5114e3356d1a5acc234d?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0464,76.703,https://api.spotify.com/v1/tracks/6CSCXBng5RW2WYdc9RQ0pm,spotify:track:6CSCXBng5RW2WYdc9RQ0pm,0.0357,"[{'height': 640, 'url': 'https://i.scdn.co/image/0de92383f671daf71ea8e716e76f452e59bb2e6c', 'width': 636}, {'height': 300, 'url': 'https://i.scdn.co/image/69464b7bba7075092e556ad46fe33b54c9db7496', 'width': 298}, {'height': 64, 'url': 'https://i.scdn.co/image/caba93084e2017095cae01caceaca34a130f0ace', 'width': 64}]",True,2003
0.925,08ixaQKSZucz8Wt355P5Xr,https://api.spotify.com/v1/audio-analysis/1F5JRzumakTtLYh5QNOzEH,0.111,0.0434,https://api.spotify.com/v1/tracks/1F5JRzumakTtLYh5QNOzEH,1F5JRzumakTtLYh5QNOzEH,0.851,-26.413,1.0,Symphony No. 4 in C Major: II. Adagio —,13.0,https://p.scdn.co/mp3-preview/bb4212ab22df4b7d7d5ae2f7aec122490755540a?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0469,73.37,https://api.spotify.com/v1/tracks/1F5JRzumakTtLYh5QNOzEH,spotify:track:1F5JRzumakTtLYh5QNOzEH,0.0328,"[{'height': 624, 'url': 'https://i.scdn.co/image/f83aa58aa023c38f6a4148691dad78440f17cf93', 'width': 640}, {'height': 293, 'url': 'https://i.scdn.co/image/acf5c38aab3ea8358a504f216f096a6ac3a62fbe', 'width': 300}, {'height': 62, 'url': 'https://i.scdn.co/image/35ad8764491202f8fa7cf81c9c2999bf6cbaf8c8', 'width': 64}]",True,1996
0.98,6MQa8AYibYIowwCTTh73Hg,https://api.spotify.com/v1/audio-analysis/6xBPpeR8k41t0Jy32EYHUR,0.237,0.0266,https://api.spotify.com/v1/tracks/6xBPpeR8k41t0Jy32EYHUR,6xBPpeR8k41t0Jy32EYHUR,0.732,-24.729,0.0,"Symphony in C Minor, VB 148, ""Symphonie funebre"": IV. Adagio",15.0,https://p.scdn.co/mp3-preview/a573a48767c7b841bd08cd6c60d4a86e256f9220?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0406,104.014,https://api.spotify.com/v1/tracks/6xBPpeR8k41t0Jy32EYHUR,spotify:track:6xBPpeR8k41t0Jy32EYHUR,0.0739,"[{'height': 640, 'url': 'https://i.scdn.co/image/95f88e48f3372e4408d06e64929419e0b5eece06', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/e825e4029f0e6227bec793c762545f20a81c78c7', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/7af3da107875c3898ab2e67d07f6c961196a0e67', 'width': 64}]",True,2000
0.97,10HnwPSjODLzJBKZJnXfRR,https://api.spotify.com/v1/audio-analysis/5sqmVXKXZghcZDbRoaSN1C,0.19,0.0241,https://api.spotify.com/v1/tracks/5sqmVXKXZghcZDbRoaSN1C,5sqmVXKXZghcZDbRoaSN1C,0.904,-30.326,1.0,"Symphony No. 2 in D Minor, Op.40: VI. Variation IV, Larghetto",13.0,https://p.scdn.co/mp3-preview/12502914838983c40b9c7cec6971518290328835?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0394,67.004,https://api.spotify.com/v1/tracks/5sqmVXKXZghcZDbRoaSN1C,spotify:track:5sqmVXKXZghcZDbRoaSN1C,0.0332,"[{'height': 640, 'url': 'https://i.scdn.co/image/33ada7ed2622ad62a750c763f012c03b001d775c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/8f93ff7e239ee817f6725abde027cd02707999cb', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/d6a8e68f754054ef5587c01bac2dd195b35086c9', 'width': 64}]",True,2014
0.877,599esvdhs483q6juYlhIEp,https://api.spotify.com/v1/audio-analysis/1qBctlc489YsddcjHwAWtH,0.0934,0.0452,https://api.spotify.com/v1/tracks/1qBctlc489YsddcjHwAWtH,1qBctlc489YsddcjHwAWtH,0.921,-19.161,1.0,"Symphony No. 1, Op. 9: III. Andante tranquillo",14.0,https://p.scdn.co/mp3-preview/e1546f70ace534ae0e89dd6145e0ae295d95af67?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0424,68.427,https://api.spotify.com/v1/tracks/1qBctlc489YsddcjHwAWtH,spotify:track:1qBctlc489YsddcjHwAWtH,0.0318,"[{'height': 567, 'url': 'https://i.scdn.co/image/95dd706e4a47a304cc8e45f133e5d6a540ca476b', 'width': 640}, {'height': 266, 'url': 'https://i.scdn.co/image/8904cf6d7563345996fa25f6520a4c42de1af36f', 'width': 300}, {'height': 57, 'url': 'https://i.scdn.co/image/72ba2f177a915be89b11ef6386c35de8d424ff08', 'width': 64}]",True,2003
0.964,66q10IZHnWadXUDwNVjTIv,https://api.spotify.com/v1/audio-analysis/2b4eTjQ1bAyxq5K44nUbG4,0.0659,0.0359,https://api.spotify.com/v1/tracks/2b4eTjQ1bAyxq5K44nUbG4,2b4eTjQ1bAyxq5K44nUbG4,0.614,-27.253,1.0,"Symphony No. 1, Op. 7: II. Largo",12.0,https://p.scdn.co/mp3-preview/f449f5129230d9546212037d98a7b7b398130b43?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0456,71.811,https://api.spotify.com/v1/tracks/2b4eTjQ1bAyxq5K44nUbG4,spotify:track:2b4eTjQ1bAyxq5K44nUbG4,0.0336,"[{'height': 640, 'url': 'https://i.scdn.co/image/01918057a40930ef08dfe4569d87d31deed66c08', 'width': 632}, {'height': 300, 'url': 'https://i.scdn.co/image/ab2f87de4f0d230aa6351215ffc85201d56fc876', 'width': 296}, {'height': 64, 'url': 'https://i.scdn.co/image/68f2c811a9aab1e8accbe87f8850ff7a57057e91', 'width': 63}]",True,2011
0.94,35g05Op0ARBpA8GF1ayPs4,https://api.spotify.com/v1/audio-analysis/1TSnhmUfOmzMYDVGs0a2HM,0.143,0.0599,https://api.spotify.com/v1/tracks/1TSnhmUfOmzMYDVGs0a2HM,1TSnhmUfOmzMYDVGs0a2HM,0.873,-24.674,1.0,"Symphony No. 4 in C Minor, Op. 39 ""Från havsbandet"": III. Lento - Maestoso - Molto appassionato",14.0,https://p.scdn.co/mp3-preview/a569c1f3d44124ebf6e1a8785b778ee0b958e9eb?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0406,85.615,https://api.spotify.com/v1/tracks/1TSnhmUfOmzMYDVGs0a2HM,spotify:track:1TSnhmUfOmzMYDVGs0a2HM,0.0342,"[{'height': 640, 'url': 'https://i.scdn.co/image/222c48b3208bb2de7972bc624f7ca6a6abd8022c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/42a9d432216ef5bf772383487a2b6708ae1d0573', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/5a6cafed769f5176735426100de08c630228b395', 'width': 64}]",True,2005
0.947,6E4T9jfEi7WqLbCecrKgsU,https://api.spotify.com/v1/audio-analysis/3u2COkKEmJHfBtNYyQV1ZQ,0.399,0.159,https://api.spotify.com/v1/tracks/3u2COkKEmJHfBtNYyQV1ZQ,3u2COkKEmJHfBtNYyQV1ZQ,0.747,-21.311,0.0,Max Fischer,32.0,https://p.scdn.co/mp3-preview/7c25482ddaf71fe39428e8aa53d797d475335357?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0418,114.559,https://api.spotify.com/v1/tracks/3u2COkKEmJHfBtNYyQV1ZQ,spotify:track:3u2COkKEmJHfBtNYyQV1ZQ,0.0934,"[{'height': 640, 'url': 'https://i.scdn.co/image/e1f018f74fd187f3ad78a90ad21215785cb16609', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/89caacef3ea4d7a5bb68d41b208ac1fadfd4f490', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/b28e68fe0dd30cd8a2122d8ccf83a519a4d2ccff', 'width': 64}]",True,2012
0.912,6e6pyxxUVIPFac6xaqksau,https://api.spotify.com/v1/audio-analysis/0AkNHX0hwk0hQs21fXgqIK,0.198,0.0896,https://api.spotify.com/v1/tracks/0AkNHX0hwk0hQs21fXgqIK,0AkNHX0hwk0hQs21fXgqIK,0.963,-22.586,1.0,Connections Made,50.0,https://p.scdn.co/mp3-preview/08cca1c706a511259ff634e74ab4581200488dcf?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.036,103.571,https://api.spotify.com/v1/tracks/0AkNHX0hwk0hQs21fXgqIK,spotify:track:0AkNHX0hwk0hQs21fXgqIK,0.0361,"[{'height': 640, 'url': 'https://i.scdn.co/image/e291e657ca55ba2e3787fefc34059b9924638971', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/600fabe1d5a588857d27a9d68b84d85e7a0e5107', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/631527bdd5d283aeb514ec77dcff530c237a8be9', 'width': 64}]",True,2017
0.987,1LLX32eZc7KXFbA9aTGpxF,https://api.spotify.com/v1/audio-analysis/7mfoM8tQndjDrcMqkdbJfU,0.358,0.391,https://api.spotify.com/v1/tracks/7mfoM8tQndjDrcMqkdbJfU,7mfoM8tQndjDrcMqkdbJfU,0.87,-19.851,0.0,"Piano Sonata No. 7 in B-Flat Major, Op. 83: III. Precipitato",34.0,https://p.scdn.co/mp3-preview/f7c795150162537be827e4cb7720162fb25a7ac2?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0328,102.467,https://api.spotify.com/v1/tracks/7mfoM8tQndjDrcMqkdbJfU,spotify:track:7mfoM8tQndjDrcMqkdbJfU,0.438,"[{'height': 635, 'url': 'https://i.scdn.co/image/1a125c8d3758ba45cc82751c75ba5e6060c64b66', 'width': 640}, {'height': 297, 'url': 'https://i.scdn.co/image/eb49bca03ee328d4041426e5ab3be84ffb792d4e', 'width': 300}, {'height': 63, 'url': 'https://i.scdn.co/image/07d6b784077c1c6c104f17d5112abb96998b015d', 'width': 64}]",True,2012
0.736,41UjWVgWP1Se9Pbov22EvX,https://api.spotify.com/v1/audio-analysis/0zvKftZANAlayI64zAQSag,0.0734,0.0631,https://api.spotify.com/v1/tracks/0zvKftZANAlayI64zAQSag,0zvKftZANAlayI64zAQSag,0.838,-29.76,1.0,Living Consciousness,48.0,https://p.scdn.co/mp3-preview/97cca0476ab1654149c88ff472112a13ebea3def?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0412,73.839,https://api.spotify.com/v1/tracks/0zvKftZANAlayI64zAQSag,spotify:track:0zvKftZANAlayI64zAQSag,0.0302,"[{'height': 640, 'url': 'https://i.scdn.co/image/e6fb7b49b2a24f01bd32e1c9043bce610bb6faff', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/f9a04cf90257ba7e24cfa1089a0010c8ee62b935', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/09c63e11264100abbcb889e7c7e138d660c6d01a', 'width': 64}]",True,2018
0.846,10PejcOnnfaq9Bx2PKReVe,https://api.spotify.com/v1/audio-analysis/2kgxYag8woDOgxFIrkGyYc,0.218,0.352,https://api.spotify.com/v1/tracks/2kgxYag8woDOgxFIrkGyYc,2kgxYag8woDOgxFIrkGyYc,0.977,-13.523,1.0,We Are Born When We Die,36.0,https://p.scdn.co/mp3-preview/aa16867289da260e24301de183feafd27c087090?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0322,102.809,https://api.spotify.com/v1/tracks/2kgxYag8woDOgxFIrkGyYc,spotify:track:2kgxYag8woDOgxFIrkGyYc,0.0687,"[{'height': 640, 'url': 'https://i.scdn.co/image/43fb29d30886ca89c363171e7dc55c36946741e5', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/d2de11cb4e716080ff8cd7f4c3badcaa29ea23bb', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/75715676a988cf2c8ce1dee32d276d6028228b76', 'width': 64}]",True,2017
0.981,4diOZXIMVPbAUjIla63Wao,https://api.spotify.com/v1/audio-analysis/4I6Po6lQQMS82WTpGRcdPI,0.0888,0.0368,https://api.spotify.com/v1/tracks/4I6Po6lQQMS82WTpGRcdPI,4I6Po6lQQMS82WTpGRcdPI,0.925,-24.371,1.0,Concerto pour harpe et orchestre à cordes,21.0,https://p.scdn.co/mp3-preview/123056376b7caaa4b5c35af777251dfa90578b1b?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0419,49.794,https://api.spotify.com/v1/tracks/4I6Po6lQQMS82WTpGRcdPI,spotify:track:4I6Po6lQQMS82WTpGRcdPI,0.0346,"[{'height': 635, 'url': 'https://i.scdn.co/image/ace4482549d3c0be8fe51cce0f0c2973fca0f5db', 'width': 640}, {'height': 297, 'url': 'https://i.scdn.co/image/5d096e2ef7384152029910834413bcd8f72ad5a7', 'width': 300}, {'height': 63, 'url': 'https://i.scdn.co/image/242383ff9911bbe489a4aa0fa03ca3940be886f0', 'width': 64}]",True,2015
0.981,4WLZMOLpq5nWYEuZVEW0Q1,https://api.spotify.com/v1/audio-analysis/41TyxWS8qEJTdAOfNVaVQG,0.29,0.0191,https://api.spotify.com/v1/tracks/41TyxWS8qEJTdAOfNVaVQG,41TyxWS8qEJTdAOfNVaVQG,0.9,-34.456,1.0,2 Impromptus: No. 1. Lent,19.0,https://p.scdn.co/mp3-preview/3e5502bfa462c1a3fded57f414f478cb7a0cf810?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0461,114.575,https://api.spotify.com/v1/tracks/41TyxWS8qEJTdAOfNVaVQG,spotify:track:41TyxWS8qEJTdAOfNVaVQG,0.0369,"[{'height': 575, 'url': 'https://i.scdn.co/image/1773f2bc3f037e0dbd460798d12545d4d2b5c42e', 'width': 640}, {'height': 269, 'url': 'https://i.scdn.co/image/64a429a766fae8fc9763332913b3d5bb83fef9eb', 'width': 300}, {'height': 57, 'url': 'https://i.scdn.co/image/7fb7ef2d73f1e7e989565eb4f5ac6687dfbdf2ea', 'width': 63}]",True,2013
0.985,3GEb55nlPWvCSWQELFrXnP,https://api.spotify.com/v1/audio-analysis/7nG8ykfsoOhMLXoa578SDx,0.314,0.0502,https://api.spotify.com/v1/tracks/7nG8ykfsoOhMLXoa578SDx,7nG8ykfsoOhMLXoa578SDx,0.894,-27.099,1.0,"Suite, Op. 83: V. Hymn (St. Denio)",18.0,https://p.scdn.co/mp3-preview/c82900b990cacb45e68847c00619b78d9b0f1f7f?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0522,65.747,https://api.spotify.com/v1/tracks/7nG8ykfsoOhMLXoa578SDx,spotify:track:7nG8ykfsoOhMLXoa578SDx,0.039,"[{'height': 636, 'url': 'https://i.scdn.co/image/b00143b5852934fed9f4022dea688e20a3c7de09', 'width': 640}, {'height': 298, 'url': 'https://i.scdn.co/image/f30c211ae96797d5c9d681c5801ac87222ba1b16', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/dc77c75ea049347100c724c5056ad22e3e5a7a3d', 'width': 64}]",True,2010
0.977,1EbibrFbqb7B3zlPv49K4B,https://api.spotify.com/v1/audio-analysis/3pYKID0nmG6ClgAMIwlbzq,0.0827,0.0266,https://api.spotify.com/v1/tracks/3pYKID0nmG6ClgAMIwlbzq,3pYKID0nmG6ClgAMIwlbzq,0.91,-30.042,0.0,Harp Concerto: II. Andante,19.0,https://p.scdn.co/mp3-preview/45b5a44e416b9d6924822f7b5530a961d7aa9635?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0442,68.113,https://api.spotify.com/v1/tracks/3pYKID0nmG6ClgAMIwlbzq,spotify:track:3pYKID0nmG6ClgAMIwlbzq,0.0444,"[{'height': 640, 'url': 'https://i.scdn.co/image/1f3c975acb3870a8b389722acbc3818a3befa71a', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/4c9062b9f13a05db092a01c39a21c8ad5c76556a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/bbcb4d4b5c187924ba5e1c0a75f2963a4070b1ce', 'width': 64}]",True,2001
0.963,10zN64l6HnwzrQSDKqcwEh,https://api.spotify.com/v1/audio-analysis/0d61JfyzclNkmA7qePox7j,0.344,0.0519,https://api.spotify.com/v1/tracks/0d61JfyzclNkmA7qePox7j,0d61JfyzclNkmA7qePox7j,0.717,-22.894,1.0,Moon Canticle,24.0,https://p.scdn.co/mp3-preview/cb2ea727511b37e4b02c121484e015ab4ac888b2?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0474,94.646,https://api.spotify.com/v1/tracks/0d61JfyzclNkmA7qePox7j,spotify:track:0d61JfyzclNkmA7qePox7j,0.0365,"[{'height': 640, 'url': 'https://i.scdn.co/image/13ff37b961279f222793445b79de089f08ee4c01', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/c8753461a8f75142fd1b23ff9d020f030eb4d094', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/e0669b07d8f9f7c394804e12d2a151a77b1c9586', 'width': 64}]",True,2017
0.939,33FT8epvdrNHiVyAP6E0GI,https://api.spotify.com/v1/audio-analysis/6cBEWyTyZ3pxngKC6k4XzG,0.178,0.00755,https://api.spotify.com/v1/tracks/6cBEWyTyZ3pxngKC6k4XzG,6cBEWyTyZ3pxngKC6k4XzG,0.852,-34.084,1.0,Harp Concerto: II. Adagietto,19.0,https://p.scdn.co/mp3-preview/f79e962eb686ea6d32f2f0f3ea05b9ed85fd535e?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0436,66.785,https://api.spotify.com/v1/tracks/6cBEWyTyZ3pxngKC6k4XzG,spotify:track:6cBEWyTyZ3pxngKC6k4XzG,0.0352,"[{'height': 640, 'url': 'https://i.scdn.co/image/253afd728d10a97e73c067434f05f04273483fb7', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/58a7b40eae34efde548399e1ced9b05b161c3163', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/960a47ee1df21860c6b9203b3ec1ae70475b4259', 'width': 64}]",True,2001
